amount,is_active_call,is_foreign_call,is_screen_sharing,is_sim_changed_24h,nlp_coercion_score,is_fraud
4285.55,0,0,0,0,0.17,0
1423.11,0,0,0,0,0.16,0
7622.13,0,0,0,0,0.06,0
2784.1,0,0,0,0,0.15,0
2728.47,0,0,0,0,0.05,0
4120.68,0,0,0,0,0.19,0
1848.07,0,0,0,0,0.2,0
349.71,0,0,0,0,0.01,0
1797.52,0,0,0,0,0.15,0
2071.61,0,0,0,0,0.19,0
2230.96,0,0,0,0,0.17,0
4972.64,0,0,0,0,0.11,0
3465.37,0,0,0,0,0.02,0
5338.01,0,0,0,0,0.08,0
2187.62,0,0,0,0,0.09,0
3029.16,0,0,0,0,0.07,0
3223.22,0,0,0,0,0.12,0
1656.18,0,0,0,0,0.04,0
44360.86,1,0,1,0,0.9,1
1429.48,0,0,0,0,0.02,0
87830.44,1,0,0,0,0.91,1
2563.25,0,0,0,0,0.07,0
630.27,0,0,0,0,0.2,0
54763.52,1,1,1,1,0.96,1
3133.17,0,0,0,0,0.1,0
3089.3,0,0,0,0,0.04,0
78720.2,1,1,1,1,0.8,1
2958.12,0,0,0,0,0.04,0
1226.04,0,0,0,0,0.07,0
2645.1,0,0,0,0,0.02,0
33141.33,1,0,1,0,0.89,1
2092.97,0,0,0,0,0.07,0
52384.56,1,0,1,0,0.81,1
2257.69,0,0,0,0,0.05,0
2532.57,0,0,0,0,0.09,0
2753.63,0,0,0,0,0.18,0
5572.79,0,0,0,0,0.19,0
1279.5,0,0,0,0,0.0,0
2415.03,0,0,0,0,0.13,0
823.68,0,0,0,0,0.1,0
2684.62,0,0,0,0,0.05,0
1710.01,0,0,0,0,0.06,0
31936.27,1,0,0,1,0.8,1
6089.58,0,0,0,0,0.1,0
2685.86,0,0,0,0,0.0,0
822.78,0,0,0,0,0.12,0
893.25,0,0,0,0,0.15,0
917.74,0,0,0,0,0.14,0
2593.64,0,0,0,0,0.02,0
6943.16,0,0,0,0,0.15,0
3691.04,0,0,0,0,0.07,0
5883.1,0,0,0,0,0.17,0
2031.5,0,0,0,0,0.08,0
916.19,0,0,0,0,0.08,0
2690.93,0,0,0,0,0.11,0
4462.65,0,0,0,0,0.09,0
4853.58,0,0,0,0,0.07,0
54011.21,1,1,1,0,0.86,1
4876.59,0,0,0,0,0.05,0
1441.98,0,0,0,0,0.06,0
1830.99,0,0,0,0,0.03,0
4065.25,0,0,0,0,0.19,0
5508.67,0,0,0,0,0.03,0
4406.69,0,0,0,0,0.16,0
3817.6,0,0,0,0,0.18,0
10308.88,0,0,0,0,0.05,0
2070.67,0,0,0,0,0.17,0
2567.09,0,0,0,0,0.05,0
3250.35,0,0,0,0,0.08,0
3619.96,0,0,0,0,0.03,0
79622.63,1,0,1,1,0.9,1
1901.31,0,0,0,0,0.03,0
2798.06,0,0,0,0,0.08,0
52115.68,1,1,0,1,0.92,1
3015.91,0,0,0,0,0.16,0
1700.09,0,0,0,0,0.17,0
51322.96,1,0,1,0,0.87,1
2567.44,0,0,0,0,0.02,0
3993.56,0,0,0,0,0.19,0
1610.52,0,0,0,0,0.0,0
82012.83,1,1,1,0,0.83,1
2983.56,0,0,0,0,0.05,0
79847.84,1,1,1,0,0.78,1
4668.7,0,0,0,0,0.09,0
9613.83,0,0,0,0,0.08,0
4260.86,0,0,0,0,0.08,0
50409.63,0,0,1,0,0.85,1
3318.26,0,0,0,0,0.19,0
73072.78,1,1,1,1,0.97,1
1506.33,0,0,0,0,0.11,0
1178.07,0,0,0,0,0.1,0
1189.94,0,0,0,0,0.17,0
46767.09,1,1,1,0,0.76,1
2754.31,0,0,0,0,0.0,0
1479.78,0,0,0,0,0.2,0
2141.06,0,0,0,0,0.17,0
1748.98,0,0,0,0,0.17,0
2278.08,0,0,0,0,0.04,0
2871.54,0,0,0,0,0.06,0
3045.0,0,0,0,0,0.16,0
1287.34,0,0,0,0,0.19,0
2220.12,0,0,0,0,0.0,0
4675.37,0,0,0,0,0.18,0
2061.67,0,0,0,0,0.16,0
3243.08,0,0,0,0,0.16,0
2548.65,0,0,0,0,0.14,0
728.98,0,0,0,0,0.15,0
2393.11,0,0,0,0,0.18,0
57768.63,1,1,1,0,0.85,1
2856.88,0,0,0,0,0.0,0
1620.88,0,0,0,0,0.01,0
3401.55,0,0,0,0,0.18,0
3016.25,0,0,0,0,0.11,0
88368.78,1,0,1,1,0.84,1
1925.35,0,0,0,0,0.06,0
1177.86,0,0,0,0,0.06,0
3423.27,0,0,0,0,0.05,0
151.68,0,0,0,0,0.02,0
813.22,0,0,0,0,0.11,0
2361.15,0,0,0,0,0.08,0
2867.85,0,0,0,0,0.19,0
1317.49,0,0,0,0,0.11,0
81123.05,1,0,1,0,0.85,1
6488.93,0,0,0,0,0.07,0
4730.74,0,0,0,0,0.02,0
62475.42,1,1,0,0,0.84,1
1768.01,0,0,0,0,0.09,0
3370.66,0,0,0,0,0.16,0
7484.17,0,0,0,0,0.15,0
895.91,0,0,0,0,0.17,0
5042.36,0,0,0,0,0.18,0
4222.33,0,0,0,0,0.03,0
2961.5,0,0,0,0,0.04,0
29723.26,1,1,1,1,0.83,1
2539.21,0,0,0,0,0.14,0
82785.04,1,0,1,0,0.95,1
3728.67,0,0,0,0,0.06,0
9673.51,0,0,0,0,0.07,0
70995.34,1,0,1,0,0.78,1
2590.13,0,0,0,0,0.09,0
3331.04,0,0,0,0,0.01,0
4064.19,0,0,0,0,0.04,0
1730.74,0,0,0,0,0.07,0
5554.83,0,0,0,0,0.02,0
2706.76,0,0,0,0,0.06,0
6312.77,0,0,0,0,0.06,0
54246.34,1,1,0,1,0.92,1
1979.04,0,0,0,0,0.18,0
88941.25,1,1,1,0,0.88,1
1525.36,0,0,0,0,0.14,0
1610.84,0,0,0,0,0.2,0
75552.31,1,1,1,0,0.95,1
1281.88,0,0,0,0,0.07,0
788.02,0,0,0,0,0.2,0
2067.4,0,0,0,0,0.1,0
2943.45,0,0,0,0,0.16,0
1805.08,0,0,0,0,0.09,0
1943.72,0,0,0,0,0.15,0
6389.53,0,0,0,0,0.15,0
4874.43,0,0,0,0,0.05,0
1161.77,0,0,0,0,0.03,0
2084.59,0,0,0,0,0.07,0
2181.63,0,0,0,0,0.17,0
2214.85,0,0,0,0,0.12,0
2518.0,0,0,0,0,0.09,0
3726.56,0,0,0,0,0.08,0
2052.37,0,0,0,0,0.18,0
1830.85,0,0,0,0,0.18,0
65693.56,1,1,1,1,0.79,1
3086.59,0,0,0,0,0.03,0
5806.68,0,0,0,0,0.05,0
86964.97,0,0,1,0,0.9,1
33342.75,1,0,1,0,0.79,1
1459.89,0,0,0,0,0.15,0
1913.03,0,0,0,0,0.03,0
2759.77,0,0,0,0,0.13,0
5861.77,0,0,0,0,0.1,0
62655.37,1,1,1,1,0.77,1
4358.23,0,0,0,0,0.15,0
1185.91,0,0,0,0,0.12,0
3504.63,0,0,0,0,0.09,0
2091.32,0,0,0,0,0.02,0
1164.51,0,0,0,0,0.12,0
951.22,0,0,0,0,0.2,0
1526.89,0,0,0,0,0.13,0
59332.3,1,1,1,0,0.85,1
82924.11,1,0,0,0,0.9,1
7076.5,0,0,0,0,0.07,0
1588.2,0,0,0,0,0.02,0
6998.9,0,0,0,0,0.09,0
1287.61,0,0,0,0,0.02,0
52748.16,1,1,1,0,0.85,1
1571.84,0,0,0,0,0.05,0
7511.09,0,0,0,0,0.2,0
1147.6,0,0,0,0,0.06,0
71172.85,1,1,1,1,0.86,1
6907.0,0,0,0,0,0.19,0
3551.77,0,0,0,0,0.08,0
2000.75,0,0,0,0,0.15,0
39635.47,1,1,1,0,0.85,1
5036.78,0,0,0,0,0.13,0
1790.85,0,0,0,0,0.13,0
5140.74,0,0,0,0,0.18,0
2149.07,0,0,0,0,0.11,0
4357.42,0,0,0,0,0.18,0
3846.39,0,0,0,0,0.01,0
87278.98,1,1,1,1,0.89,1
1063.72,0,0,0,0,0.01,0
4126.05,0,0,0,0,0.08,0
3271.5,0,0,0,0,0.0,0
2748.35,0,0,0,0,0.05,0
62004.82,1,1,1,0,0.8,1
48093.46,1,1,1,0,0.8,1
61937.46,1,1,1,0,0.83,1
700.95,0,0,0,0,0.03,0
29242.99,1,1,1,1,0.88,1
1472.06,0,0,0,0,0.02,0
2065.6,0,0,0,0,0.19,0
4516.81,0,0,0,0,0.14,0
2257.59,0,0,0,0,0.11,0
45569.71,1,1,1,0,0.96,1
2304.03,0,0,0,0,0.08,0
56471.25,0,0,0,0,0.78,1
6528.1,0,0,0,0,0.01,0
6143.17,0,0,0,0,0.01,0
79364.61,1,1,1,0,0.95,1
3128.58,0,0,0,0,0.12,0
6618.89,0,0,0,0,0.02,0
2447.02,0,0,0,0,0.12,0
3302.79,0,0,0,0,0.18,0
1561.06,0,0,0,0,0.04,0
2196.33,0,0,0,0,0.07,0
3854.15,0,0,0,0,0.06,0
2135.07,0,0,0,0,0.19,0
391.07,0,0,0,0,0.09,0
5528.59,0,0,0,0,0.01,0
677.97,0,0,0,0,0.19,0
39143.22,1,0,1,0,0.77,1
3994.63,0,0,0,0,0.08,0
1415.35,0,0,0,0,0.12,0
44766.15,1,0,1,1,0.86,1
3493.11,0,0,0,0,0.17,0
3312.22,0,0,0,0,0.08,0
4418.94,0,0,0,0,0.04,0
65315.27,1,1,1,0,0.81,1
2672.95,0,0,0,0,0.04,0
1888.83,0,0,0,0,0.17,0
2681.33,0,0,0,0,0.07,0
62471.78,1,1,1,1,0.88,1
1732.43,0,0,0,0,0.11,0
1777.51,0,0,0,0,0.08,0
2954.19,0,0,0,0,0.13,0
3500.04,0,0,0,0,0.04,0
57391.65,1,1,1,1,0.96,1
2091.18,0,0,0,0,0.03,0
1751.37,0,0,0,0,0.14,0
3360.83,0,0,0,0,0.01,0
53823.54,1,1,1,0,0.98,1
2200.36,0,0,0,0,0.18,0
2967.48,0,0,0,0,0.19,0
55486.62,1,1,1,0,0.93,1
2914.6,0,0,0,0,0.03,0
58718.61,1,1,1,0,0.88,1
3716.15,0,0,0,0,0.04,0
2808.51,0,0,0,0,0.14,0
2578.43,0,0,0,0,0.06,0
7149.81,0,0,0,0,0.13,0
2134.41,0,0,0,0,0.16,0
3380.32,0,0,0,0,0.13,0
2677.78,0,0,0,0,0.16,0
1788.7,0,0,0,0,0.13,0
5878.96,0,0,0,0,0.02,0
80465.62,1,0,1,1,0.8,1
1743.76,0,0,0,0,0.11,0
69283.34,1,1,1,0,0.91,1
10241.94,0,0,0,0,0.16,0
2207.97,0,0,0,0,0.03,0
746.2,0,0,0,0,0.15,0
675.51,0,0,0,0,0.06,0
2748.07,0,0,0,0,0.12,0
2755.97,0,0,0,0,0.12,0
4204.79,0,0,0,0,0.09,0
1417.65,0,0,0,0,0.02,0
969.33,0,0,0,0,0.01,0
6074.85,0,0,0,0,0.14,0
3569.29,0,0,0,0,0.08,0
2285.66,0,0,0,0,0.03,0
2428.73,0,0,0,0,0.03,0
722.6,0,0,0,0,0.18,0
1128.81,0,0,0,0,0.03,0
2988.19,0,0,0,0,0.17,0
1668.84,0,0,0,0,0.01,0
33663.48,1,1,0,1,0.95,1
565.13,0,0,0,0,0.04,0
3442.19,0,0,0,0,0.19,0
33738.17,1,1,0,1,0.98,1
68599.73,1,1,0,0,0.79,1
6712.54,0,0,0,0,0.12,0
2468.14,0,0,0,0,0.16,0
1708.33,0,0,0,0,0.19,0
5485.35,0,0,0,0,0.13,0
5724.65,0,0,0,0,0.18,0
4750.7,0,0,0,0,0.03,0
2171.36,0,0,0,0,0.01,0
63849.35,1,1,1,0,0.91,1
2030.59,0,0,0,0,0.13,0
1129.09,0,0,0,0,0.0,0
2182.87,0,0,0,0,0.08,0
1314.05,0,0,0,0,0.01,0
1493.71,0,0,0,0,0.2,0
3255.75,0,0,0,0,0.14,0
5381.99,0,0,0,0,0.13,0
470.15,0,0,0,0,0.06,0
4134.68,0,0,0,0,0.17,0
2402.56,0,0,0,0,0.12,0
329.05,0,0,0,0,0.07,0
4435.3,0,0,0,0,0.16,0
3159.83,0,0,0,0,0.15,0
975.57,0,0,0,0,0.02,0
74522.84,1,1,1,0,0.82,1
28261.4,1,0,1,0,0.82,1
47608.45,1,0,1,1,0.88,1
87053.31,1,0,1,1,0.81,1
6452.93,0,0,0,0,0.05,0
2883.87,0,0,0,0,0.18,0
2384.08,0,0,0,0,0.03,0
30409.5,1,1,1,1,0.97,1
45982.64,1,1,1,0,0.83,1
2909.43,0,0,0,0,0.13,0
4673.11,0,0,0,0,0.15,0
734.89,0,0,0,0,0.19,0
5134.59,0,0,0,0,0.07,0
53067.46,1,0,0,0,0.77,1
836.88,0,0,0,0,0.13,0
5051.18,0,0,0,0,0.07,0
1722.51,0,0,0,0,0.05,0
2103.59,0,0,0,0,0.09,0
3127.87,0,0,0,0,0.1,0
3828.36,0,0,0,0,0.02,0
46409.65,1,0,1,0,0.91,1
4713.72,0,0,0,0,0.13,0
7657.98,0,0,0,0,0.03,0
4175.55,0,0,0,0,0.02,0
1505.18,0,0,0,0,0.01,0
8263.86,0,0,0,0,0.13,0
3680.92,0,0,0,0,0.2,0
6342.12,0,0,0,0,0.2,0
1939.77,0,0,0,0,0.07,0
5188.72,0,0,0,0,0.01,0
2106.8,0,0,0,0,0.0,0
83211.12,0,0,0,0,0.8,1
2623.03,0,0,0,0,0.08,0
3400.78,0,0,0,0,0.04,0
5069.82,0,0,0,0,0.01,0
1883.3,0,0,0,0,0.1,0
2412.58,0,0,0,0,0.02,0
45516.16,1,1,1,0,0.79,1
1800.63,0,0,0,0,0.01,0
3667.78,0,0,0,0,0.06,0
1095.99,0,0,0,0,0.03,0
3002.01,0,0,0,0,0.08,0
87533.8,1,1,1,0,0.84,1
3065.84,0,0,0,0,0.08,0
1856.2,0,0,0,0,0.01,0
5310.83,0,0,0,0,0.17,0
4917.34,0,0,0,0,0.03,0
6461.46,0,0,0,0,0.2,0
70597.44,0,0,1,1,0.78,1
691.26,0,0,0,0,0.19,0
1935.92,0,0,0,0,0.18,0
1650.32,0,0,0,0,0.12,0
2018.97,0,0,0,0,0.12,0
815.66,0,0,0,0,0.06,0
5450.67,0,0,0,0,0.03,0
1574.32,0,0,0,0,0.05,0
642.08,0,0,0,0,0.17,0
2380.53,0,0,0,0,0.16,0
4172.88,0,0,0,0,0.17,0
6551.53,0,0,0,0,0.16,0
3891.62,0,0,0,0,0.0,0
3973.22,0,0,0,0,0.17,0
6385.88,0,0,0,0,0.11,0
3726.36,0,0,0,0,0.09,0
1130.07,0,0,0,0,0.06,0
3292.52,0,0,0,0,0.14,0
4940.92,0,0,0,0,0.09,0
822.12,0,0,0,0,0.19,0
4575.27,0,0,0,0,0.07,0
3272.75,0,0,0,0,0.12,0
2707.85,0,0,0,0,0.0,0
41955.2,1,0,1,1,0.99,1
2173.24,0,0,0,0,0.06,0
4347.48,0,0,0,0,0.02,0
1530.13,0,0,0,0,0.18,0
3449.86,0,0,0,0,0.1,0
4786.05,0,0,0,0,0.2,0
2203.73,0,0,0,0,0.13,0
1290.64,0,0,0,0,0.19,0
60520.96,1,0,1,1,0.97,1
4334.87,0,0,0,0,0.03,0
3925.89,0,0,0,0,0.06,0
46828.06,1,1,0,0,0.98,1
5239.63,0,0,0,0,0.14,0
2725.25,0,0,0,0,0.07,0
3914.68,0,0,0,0,0.15,0
3857.64,0,0,0,0,0.17,0
4498.03,0,0,0,0,0.04,0
2390.83,0,0,0,0,0.12,0
1386.24,0,0,0,0,0.07,0
3529.98,0,0,0,0,0.12,0
79524.56,1,1,0,0,0.86,1
2303.04,0,0,0,0,0.1,0
887.01,0,0,0,0,0.06,0
2190.2,0,0,0,0,0.0,0
2940.34,0,0,0,0,0.09,0
5948.31,0,0,0,0,0.07,0
29166.16,1,0,1,0,0.8,1
957.72,0,0,0,0,0.12,0
5012.39,0,0,0,0,0.14,0
59984.31,1,0,0,0,0.88,1
85248.99,1,1,1,0,0.82,1
61249.76,1,1,1,1,0.91,1
855.84,0,0,0,0,0.2,0
3990.58,0,0,0,0,0.06,0
1453.89,0,0,0,0,0.13,0
5456.56,0,0,0,0,0.18,0
3065.7,0,0,0,0,0.12,0
1166.59,0,0,0,0,0.07,0
3978.8,0,0,0,0,0.1,0
737.19,0,0,0,0,0.17,0
54697.72,1,1,0,0,0.79,1
1215.55,0,0,0,0,0.04,0
5844.15,0,0,0,0,0.11,0
1645.76,0,0,0,0,0.01,0
63206.9,1,1,1,0,0.83,1
3152.79,0,0,0,0,0.13,0
3837.01,0,0,0,0,0.06,0
5971.85,0,0,0,0,0.02,0
83105.68,1,1,1,0,0.76,1
3834.51,0,0,0,0,0.15,0
2910.77,0,0,0,0,0.11,0
40518.87,1,0,1,0,0.85,1
7835.57,0,0,0,0,0.05,0
3579.76,0,0,0,0,0.09,0
1471.38,0,0,0,0,0.06,0
3795.67,0,0,0,0,0.2,0
4673.08,0,0,0,0,0.07,0
3427.15,0,0,0,0,0.12,0
1447.38,0,0,0,0,0.07,0
3067.45,0,0,0,0,0.08,0
695.57,0,0,0,0,0.08,0
42130.85,1,0,0,0,0.78,1
5651.45,0,0,0,0,0.11,0
2573.05,0,0,0,0,0.13,0
85356.11,1,0,1,0,0.88,1
6008.55,0,0,0,0,0.12,0
3157.91,0,0,0,0,0.03,0
1194.43,0,0,0,0,0.11,0
4927.94,0,0,0,0,0.07,0
36080.06,1,0,1,0,0.97,1
4232.84,0,0,0,0,0.07,0
2724.42,0,0,0,0,0.13,0
2466.18,0,0,0,0,0.13,0
963.67,0,0,0,0,0.06,0
3588.41,0,0,0,0,0.15,0
3333.04,0,0,0,0,0.19,0
2325.39,0,0,0,0,0.19,0
2594.04,0,0,0,0,0.15,0
724.86,0,0,0,0,0.18,0
363.54,0,0,0,0,0.07,0
3597.88,0,0,0,0,0.09,0
2000.26,0,0,0,0,0.02,0
2505.27,0,0,0,0,0.05,0
1724.56,0,0,0,0,0.1,0
5125.36,0,0,0,0,0.08,0
79916.17,1,1,0,0,0.9,1
3237.87,0,0,0,0,0.12,0
84145.46,1,0,0,0,0.88,1
2660.79,0,0,0,0,0.11,0
473.26,0,0,0,0,0.08,0
4368.68,0,0,0,0,0.07,0
3035.2,0,0,0,0,0.16,0
844.76,0,0,0,0,0.17,0
238.54,0,0,0,0,0.16,0
4627.67,0,0,0,0,0.05,0
6655.07,0,0,0,0,0.19,0
1950.2,0,0,0,0,0.05,0
59940.11,1,0,0,1,0.81,1
2085.31,0,0,0,0,0.06,0
2091.24,0,0,0,0,0.11,0
1579.78,0,0,0,0,0.11,0
87837.72,1,1,1,0,0.92,1
1062.6,0,0,0,0,0.03,0
3890.01,0,0,0,0,0.04,0
2541.92,0,0,0,0,0.17,0
2650.1,0,0,0,0,0.01,0
73866.88,1,1,1,1,0.85,1
3616.8,0,0,0,0,0.03,0
3348.54,0,0,0,0,0.08,0
930.84,0,0,0,0,0.13,0
948.89,0,0,0,0,0.01,0
2348.89,0,0,0,0,0.04,0
2136.49,0,0,0,0,0.03,0
2667.59,0,0,0,0,0.11,0
4346.69,0,0,0,0,0.18,0
3140.85,0,0,0,0,0.02,0
746.15,0,0,0,0,0.13,0
5891.69,0,0,0,0,0.16,0
6424.71,0,0,0,0,0.03,0
1438.77,0,0,0,0,0.03,0
1904.14,0,0,0,0,0.08,0
1670.14,0,0,0,0,0.08,0
3101.49,0,0,0,0,0.17,0
491.31,0,0,0,0,0.19,0
1272.99,0,0,0,0,0.1,0
3252.78,0,0,0,0,0.04,0
1553.24,0,0,0,0,0.07,0
2051.82,0,0,0,0,0.2,0
3267.8,0,0,0,0,0.02,0
54923.1,1,0,0,1,0.8,1
7886.73,0,0,0,0,0.08,0
86405.98,1,0,1,0,0.81,1
61998.42,1,1,1,0,0.76,1
1854.98,0,0,0,0,0.07,0
3621.95,0,0,0,0,0.18,0
2723.0,0,0,0,0,0.17,0
1309.98,0,0,0,0,0.15,0
3131.76,0,0,0,0,0.14,0
3926.47,0,0,0,0,0.05,0
1482.68,0,0,0,0,0.18,0
7096.81,0,0,0,0,0.01,0
2063.12,0,0,0,0,0.05,0
9206.0,0,0,0,0,0.19,0
1942.0,0,0,0,0,0.11,0
2024.74,0,0,0,0,0.06,0
30367.19,1,1,0,0,0.8,1
3048.86,0,0,0,0,0.08,0
2278.56,0,0,0,0,0.03,0
3015.66,0,0,0,0,0.02,0
47975.76,1,0,0,0,0.82,1
4179.42,0,0,0,0,0.17,0
388.11,0,0,0,0,0.15,0
2374.98,0,0,0,0,0.02,0
1186.81,0,0,0,0,0.09,0
981.61,0,0,0,0,0.18,0
35618.04,1,0,0,0,0.95,1
1199.08,0,0,0,0,0.08,0
1169.4,0,0,0,0,0.12,0
308.1,0,0,0,0,0.02,0
735.82,0,0,0,0,0.07,0
978.56,0,0,0,0,0.08,0
1647.9,0,0,0,0,0.05,0
3091.9,0,0,0,0,0.19,0
1842.13,0,0,0,0,0.15,0
3412.59,0,0,0,0,0.12,0
3635.2,0,0,0,0,0.09,0
84268.21,1,1,1,0,0.97,1
3583.06,0,0,0,0,0.03,0
5425.11,0,0,0,0,0.18,0
4923.37,0,0,0,0,0.13,0
33672.06,1,1,1,0,0.78,1
1683.4,0,0,0,0,0.02,0
4705.2,0,0,0,0,0.16,0
51722.37,1,1,1,1,0.85,1
42429.31,1,1,0,0,0.91,1
2299.81,0,0,0,0,0.03,0
9026.77,0,0,0,0,0.17,0
3791.71,0,0,0,0,0.16,0
1868.27,0,0,0,0,0.05,0
6358.02,0,0,0,0,0.18,0
3547.4,0,0,0,0,0.12,0
29422.43,0,0,1,0,0.97,1
6319.25,0,0,0,0,0.03,0
2341.0,0,0,0,0,0.09,0
1367.44,0,0,0,0,0.1,0
2421.85,0,0,0,0,0.05,0
700.17,0,0,0,0,0.02,0
56236.4,1,1,0,0,0.88,1
2464.92,0,0,0,0,0.09,0
1741.48,0,0,0,0,0.13,0
873.56,0,0,0,0,0.13,0
3633.39,0,0,0,0,0.12,0
1057.85,0,0,0,0,0.08,0
1835.52,0,0,0,0,0.04,0
438.85,0,0,0,0,0.13,0
6555.84,0,0,0,0,0.12,0
2402.88,0,0,0,0,0.03,0
9957.36,0,0,0,0,0.1,0
74182.03,1,1,1,0,0.87,1
55655.71,1,1,1,1,0.85,1
5451.68,0,0,0,0,0.02,0
4989.15,0,0,0,0,0.17,0
3350.7,0,0,0,0,0.09,0
44818.7,1,0,1,1,0.84,1
2909.06,0,0,0,0,0.08,0
4762.97,0,0,0,0,0.08,0
4035.59,0,0,0,0,0.04,0
3869.13,0,0,0,0,0.18,0
2268.18,0,0,0,0,0.15,0
2228.9,0,0,0,0,0.02,0
3861.17,0,0,0,0,0.17,0
6714.73,0,0,0,0,0.18,0
3513.97,0,0,0,0,0.05,0
2557.5,0,0,0,0,0.15,0
1109.85,0,0,0,0,0.07,0
5261.39,0,0,0,0,0.01,0
45847.68,1,0,1,1,0.92,1
4405.0,0,0,0,0,0.12,0
2720.13,0,0,0,0,0.15,0
58082.34,1,0,1,0,0.77,1
3793.33,0,0,0,0,0.11,0
2429.21,0,0,0,0,0.08,0
817.01,0,0,0,0,0.04,0
4939.16,0,0,0,0,0.0,0
1771.35,0,0,0,0,0.1,0
826.73,0,0,0,0,0.02,0
26761.93,1,1,1,0,0.9,1
695.77,0,0,0,0,0.03,0
2198.18,0,0,0,0,0.16,0
3181.45,0,0,0,0,0.16,0
5916.69,0,0,0,0,0.16,0
47234.51,1,0,1,1,0.85,1
2384.64,0,0,0,0,0.13,0
4094.14,0,0,0,0,0.19,0
626.09,0,0,0,0,0.15,0
1925.52,0,0,0,0,0.17,0
1100.67,0,0,0,0,0.15,0
1674.75,0,0,0,0,0.11,0
445.81,0,0,0,0,0.1,0
79231.11,1,1,1,1,0.84,1
3757.16,0,0,0,0,0.19,0
1381.51,0,0,0,0,0.16,0
40806.7,1,1,1,1,0.93,1
4822.68,0,0,0,0,0.17,0
56061.38,1,0,1,0,0.99,1
2525.09,0,0,0,0,0.15,0
1133.2,0,0,0,0,0.17,0
4396.79,0,0,0,0,0.15,0
1480.52,0,0,0,0,0.01,0
5229.02,0,0,0,0,0.08,0
2721.71,0,0,0,0,0.06,0
3999.1,0,0,0,0,0.05,0
4582.78,0,0,0,0,0.01,0
4663.76,0,0,0,0,0.05,0
33166.83,1,0,1,0,0.78,1
71622.02,1,1,1,1,0.82,1
886.21,0,0,0,0,0.04,0
2874.62,0,0,0,0,0.16,0
3914.31,0,0,0,0,0.14,0
4170.59,0,0,0,0,0.03,0
56539.98,1,1,1,0,0.76,1
3536.93,0,0,0,0,0.07,0
3528.69,0,0,0,0,0.04,0
1758.38,0,0,0,0,0.2,0
86293.88,1,0,1,1,0.91,1
3845.46,0,0,0,0,0.01,0
6177.36,0,0,0,0,0.05,0
47162.53,1,0,1,1,0.93,1
4239.9,0,0,0,0,0.19,0
7997.0,0,0,0,0,0.05,0
1496.67,0,0,0,0,0.01,0
66542.01,1,1,1,0,0.94,1
2240.91,0,0,0,0,0.17,0
3236.64,0,0,0,0,0.07,0
1577.43,0,0,0,0,0.15,0
2334.24,0,0,0,0,0.14,0
3195.51,0,0,0,0,0.03,0
1992.54,0,0,0,0,0.13,0
1616.99,0,0,0,0,0.12,0
2053.81,0,0,0,0,0.16,0
2902.02,0,0,0,0,0.03,0
53958.66,1,1,1,0,0.77,1
2113.04,0,0,0,0,0.09,0
71670.92,1,1,1,1,0.82,1
74904.7,1,1,1,0,0.81,1
1558.09,0,0,0,0,0.03,0
1406.01,0,0,0,0,0.16,0
6680.66,0,0,0,0,0.19,0
2710.48,0,0,0,0,0.12,0
2004.86,0,0,0,0,0.15,0
2503.11,0,0,0,0,0.17,0
765.18,0,0,0,0,0.11,0
62527.97,1,1,0,0,0.87,1
3429.93,0,0,0,0,0.05,0
2315.84,0,0,0,0,0.17,0
1292.77,0,0,0,0,0.2,0
738.05,0,0,0,0,0.11,0
1749.57,0,0,0,0,0.02,0
62127.95,1,0,0,0,0.82,1
760.26,0,0,0,0,0.07,0
441.75,0,0,0,0,0.01,0
5584.44,0,0,0,0,0.08,0
3506.96,0,0,0,0,0.19,0
79842.37,1,0,1,1,0.91,1
3914.93,0,0,0,0,0.08,0
888.84,0,0,0,0,0.11,0
4104.2,0,0,0,0,0.11,0
1862.94,0,0,0,0,0.07,0
1354.4,0,0,0,0,0.09,0
28572.81,1,1,0,0,0.77,1
1369.24,0,0,0,0,0.04,0
1229.13,0,0,0,0,0.12,0
1926.18,0,0,0,0,0.07,0
2643.53,0,0,0,0,0.17,0
4492.63,0,0,0,0,0.18,0
2633.97,0,0,0,0,0.16,0
381.37,0,0,0,0,0.01,0
1485.1,0,0,0,0,0.17,0
59145.69,1,1,1,0,0.95,1
3032.2,0,0,0,0,0.09,0
1484.87,0,0,0,0,0.01,0
2860.75,0,0,0,0,0.05,0
5526.65,0,0,0,0,0.09,0
32312.7,1,1,1,0,0.8,1
3416.73,0,0,0,0,0.08,0
2678.16,0,0,0,0,0.08,0
48378.91,1,1,0,0,0.83,1
2301.53,0,0,0,0,0.15,0
5541.24,0,0,0,0,0.13,0
2266.78,0,0,0,0,0.02,0
64210.95,1,0,1,0,0.92,1
28185.3,1,1,1,0,0.76,1
2940.04,0,0,0,0,0.11,0
4523.44,0,0,0,0,0.18,0
6667.37,0,0,0,0,0.07,0
668.67,0,0,0,0,0.13,0
1733.27,0,0,0,0,0.11,0
50298.56,1,0,1,1,0.82,1
4502.25,0,0,0,0,0.02,0
1628.84,0,0,0,0,0.0,0
486.85,0,0,0,0,0.04,0
1401.07,0,0,0,0,0.06,0
2093.09,0,0,0,0,0.2,0
1620.92,0,0,0,0,0.08,0
3602.9,0,0,0,0,0.05,0
8308.34,0,0,0,0,0.12,0
43143.48,1,1,1,0,0.92,1
